STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,AWND,AWND_ATTRIBUTES,FMTM,FMTM_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT14,WT14_ATTRIBUTES
USW00014762,8/1/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,"T,,0,",0,",,0",0,",,0",322,",,0",217,",,0",,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00014762,8/2/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",414,",,0,",0,",,0",0,",,0",294,",,0",200,",,0",,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00014762,8/3/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",287,",,0,",0,",,0",0,",,0",317,",,0",194,",,0",,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00014762,8/4/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",13,",,0,",0,",,0",0,",,0",300,",,0",206,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,8/5/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,",,0,",0,",,0",0,",,0",283,",,0",178,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,8/6/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",114,",,0,",0,",,0",0,",,0",289,",,0",183,",,0",,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00014762,8/7/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",41,",,0,",0,",,0",0,",,0",222,",,0",194,",,0",,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00014762,8/8/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,"T,,0,",0,",,0",0,",,0",267,",,0",183,",,0",,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00014762,8/9/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,",,0,",0,",,0",0,",,0",272,",,0",178,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,8/10/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",33,",,0,",0,",,0",0,",,0",289,",,0",183,",,0",,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00014762,8/11/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,",,0,",0,",,0",0,",,0",289,",,0",172,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,8/12/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,",,0,",0,",,0",0,",,0",328,",,0",183,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,8/13/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,"T,,0,",0,",,0",0,",,0",322,",,0",217,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,8/14/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",23,",,0,",0,",,0",0,",,0",250,",,0",194,",,0",,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00014762,8/15/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",221,",,0,",0,",,0",0,",,0",306,",,0",178,",,0",,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00014762,8/16/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3,",,0,",0,",,0",0,",,0",300,",,0",200,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,8/17/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,",,0,",0,",,0",0,",,0",289,",,0",211,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,8/18/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,",,0,",0,",,0",0,",,0",278,",,0",194,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,8/19/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,",,0,",0,",,0",0,",,0",294,",,0",189,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,8/20/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,",,0,",0,",,0",0,",,0",294,",,0",189,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,8/21/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",79,",,0,",0,",,0",0,",,0",300,",,0",194,",,0",,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00014762,8/22/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,",,0,",0,",,0",0,",,0",250,",,0",156,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,8/23/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,",,0,",0,",,0",0,",,0",239,",,0",128,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,8/24/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,",,0,",0,",,0",0,",,0",239,",,0",133,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,8/25/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,",,0,",0,",,0",0,",,0",267,",,0",117,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,8/26/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,",,0,",0,",,0",0,",,0",289,",,0",150,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,8/27/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",23,",,0,",0,",,0",0,",,0",256,",,0",189,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,8/28/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,",,0,",0,",,0",0,",,0",206,",,0",133,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,8/29/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,",,0,",0,",,0",0,",,0",217,",,0",111,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,8/30/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,"T,,0,",0,",,0",0,",,0",200,",,0",111,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,8/31/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,",,0,",0,",,0",0,",,0",194,",,0",78,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,9/1/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,",,0,",0,",,0",0,",,0",217,",,0",106,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,9/2/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",13,",,0,",0,",,0",0,",,0",194,",,0",128,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,9/3/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",18,",,0,",0,",,0",0,",,0",211,",,0",144,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,9/4/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",259,",,0,",0,",,0",0,",,0",206,",,0",172,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,9/5/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,",,0,",0,",,0",0,",,0",239,",,0",144,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,9/6/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,",,0,",0,",,0",0,",,0",222,",,0",122,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,9/7/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,",,0,",0,",,0",0,",,0",250,",,0",100,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,9/8/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,",,0,",0,",,0",0,",,0",272,",,0",122,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,9/9/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",46,",,0,",0,",,0",0,",,0",178,",,0",111,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,9/10/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,",,0,",0,",,0",0,",,0",200,",,0",83,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,9/11/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,",,0,",0,",,0",0,",,0",244,",,0",61,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,9/12/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,",,0,",0,",,0",0,",,0",261,",,0",83,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,9/13/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,",,0,",0,",,0",0,",,0",261,",,0",122,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,9/14/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,",,0,",0,",,0",0,",,0",267,",,0",139,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,9/15/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",3,",,0,",0,",,0",0,",,0",233,",,0",128,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,9/16/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,",,0,",0,",,0",0,",,0",194,",,0",100,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,9/17/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,"T,,0,",0,",,0",0,",,0",278,",,0",100,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,9/18/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",48,",,0,",0,",,0",0,",,0",306,",,0",178,",,0",,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00014762,9/19/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",56,",,0,",0,",,0",0,",,0",294,",,0",183,",,0",,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00014762,9/20/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,",,0,",0,",,0",0,",,0",250,",,0",161,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,9/21/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,",,0,",0,",,0",0,",,0",261,",,0",156,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,9/22/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,",,0,",0,",,0",0,",,0",244,",,0",122,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,9/23/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,",,0,",0,",,0",0,",,0",206,",,0",83,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,9/24/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,",,0,",0,",,0",0,",,0",272,",,0",94,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,9/25/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,",,0,",0,",,0",0,",,0",289,",,0",128,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,9/26/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,",,0,",0,",,0",0,",,0",239,",,0",156,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,9/27/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,"T,,0,",0,",,0",0,",,0",217,",,0",122,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,9/28/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",56,",,0,",0,",,0",0,",,0",144,",,0",94,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,9/29/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,"T,,0,",0,",,0",0,",,0",139,",,0",44,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,9/30/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,",,0,",0,",,0",0,",,0",178,",,0",22,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,10/1/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",198,",,0,",0,",,0",0,",,0",111,",,0",44,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,10/2/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,"T,,0,",0,",,0",0,",,0",139,",,0",22,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,10/3/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",5,",,0,",0,",,0",0,",,0",178,",,0",44,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,10/4/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,",,0,",0,"T,,0",0,",,0",89,",,0",17,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,10/5/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,",,0,",0,",,0",0,",,0",83,",,0",6,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,10/6/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,"T,,0,",0,"T,,0",0,",,0",89,",,0",6,",,0",,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,
USW00014762,10/7/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,",,0,",0,",,0",0,",,0",94,",,0",0,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,10/8/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,",,0,",0,",,0",0,",,0",167,",,0",17,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,10/9/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,",,0,",0,",,0",0,",,0",211,",,0",39,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014762,10/10/35,40.3551,-79.92145,379.2,"PITTSBURGH ALLEGHENY CO AIRPORT, PA US",0,"T,,0,",0,",,0",0,",,0",217,",,0",78,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
